airline,airport,Arrival,Departure,yearly_passengers,hub_type
Southwest,AUS,1.2125304150896512,1.7365826848858361,6804711,Medium
Southwest,BDL,2.1547785730954976,2.0270898241861457,3030170,Medium
Southwest,BHM,2.4197505306566365,2.5796069016260907,1383936,Small
Southwest,BNA,1.8948675934206114,1.9560123203037638,7032020,Medium
Southwest,BOI,2.457224562098513,2.4425156574554157,1815646,Medium
Southwest,BOS,1.6657810786449594,1.9367520416051216,15237896,Large
Southwest,BUF,2.252574527109574,2.2378931342719937,2358366,Medium
Southwest,BUR,1.5380224653207262,1.973506468813136,2464428,Medium
Southwest,BWI,1.7986549706721504,2.1759076727946463,12602673,Large
Southwest,CAK,3.0925694006063904,3.2545735577207506,619910,Small
Southwest,CHS,1.9799464572732781,2.5782657799636297,1964028,Medium
Southwest,CLE,2.3405424945601374,2.4502645622578587,4387828,Medium
Southwest,CLT,2.777302708771553,2.742900192383093,20561398,Large
Southwest,CMH,1.8801330872429662,2.139682732261191,3698549,Medium
Southwest,CRP,2.759609080970015,2.9477318966298545,325375,Nonhub
Southwest,CVG,3.1083071351678613,3.038472506359844,3682528,Medium
Southwest,DAL,1.260026330585491,1.860454664689145,7925332,Large
Southwest,DAY,3.124488927824547,3.047606735254447,937013,Small
Southwest,DCA,1.9877997147488813,2.756676718315035,11322002,Large
Southwest,DEN,1.9269606069624163,2.0266511655754247,28665829,Large
Southwest,DSM,2.795002726203646,2.955420184978594,1274284,Small
Southwest,DTW,2.43877047726962,2.492042268044015,15360788,Large
Southwest,ECP,2.5939031636224046,2.823887935830654,462323,Small
Southwest,ELP,1.9794040390562964,2.1565815507314294,1471203,Small
Southwest,EWR,2.354881758502296,2.5676035889081747,14979573,Large
Southwest,FLL,1.4534743038807876,1.7142476923453498,11909355,Large
Southwest,FNT,2.7549330978588418,2.8815082688176594,394486,Small
Southwest,GEG,2.638294318037755,2.603058632438668,1704995,Small
Southwest,GRR,2.6028151647014126,2.690483026659803,1424115,Small
Southwest,GSP,2.668459267273437,2.8602202135228203,1057036,Small
Southwest,HOU,2.2393861765906737,2.6292868563007343,6287599,Medium
Southwest,HRL,2.7786342546106884,2.9862876114036787,273402,Nonhub
Southwest,IAD,2.205679486130619,2.788897943771427,7225049,Large
Southwest,ICT,2.786233348128705,2.9638043146892215,808028,Small
Southwest,IND,1.5768587566974228,1.990406652601757,4375012,Medium
Southwest,ISP,2.199616622417466,2.7435830618512886,654450,Small
Southwest,JAX,2.0006724980550707,2.368786313456614,2715992,Medium
Southwest,LAS,0.9978243517090207,0.9215220980634136,21465771,Large
Southwest,LAX,1.110396061972472,1.0404754864496053,27223888,Large
Southwest,LBB,2.2961268163164696,2.6136749252739158,467822,Small
Southwest,LGA,2.2196720826562717,2.5663200586106205,13566621,Large
Southwest,LGB,2.536463317817308,2.883695797125868,1832561,Medium
Southwest,LIT,2.6024658246991814,2.945278742794492,990340,Small
Southwest,MAF,2.631065840013187,2.814032257548798,530097,Small
Southwest,MCI,1.1253881286306873,1.3524367172668037,5768376,Medium
Southwest,MCO,1.3944569104472426,1.3519639214205625,18228163,Large
Southwest,MDW,1.7968791196507445,2.189974746319163,10761723,Large
Southwest,MEM,2.4744533485664033,2.7256179062791586,2126350,Medium
Southwest,MHT,2.420317280529264,2.4649761877303025,971779,Small
Southwest,MKE,1.6590105917276203,2.098510319718607,3421109,Medium
Southwest,MSP,2.1635415300213148,2.436771257259225,16811418,Large
Southwest,MSY,1.154458994379806,1.4606459892102925,6042814,Medium
Southwest,OAK,1.2978111268259496,1.687743421079124,5826529,Medium
Southwest,OKC,2.0755596340402622,2.6725048830565754,1955060,Medium
Southwest,OMA,1.6747632126163166,2.1797349563383563,2293262,Medium
Southwest,ONT,1.8176666132821384,2.1282041482173217,2220963,Medium
Southwest,ORF,2.674361795202756,2.688101361281942,1709002,Small
