airline,airport,type,period_mins,amplitude
AA,JAN,Arrival,28.799999999999997,0
AA,JAN,Arrival,28.235294117647058,0
AA,JAN,Arrival,27.692307692307693,0
AA,JAN,Arrival,27.169811320754715,0
AA,JAN,Arrival,26.666666666666668,0
AA,JAN,Arrival,26.18181818181818,0
AA,JAN,Arrival,25.714285714285715,0
AA,JAN,Arrival,25.263157894736842,0
AA,JAN,Arrival,24.82758620689655,0
AA,JAN,Arrival,24.406779661016948,0
AA,JAN,Arrival,24,0
AA,JAN,Arrival,23.606557377049178,0
AA,JAN,Arrival,23.225806451612904,0
AA,JAN,Arrival,22.857142857142858,0
AA,JAN,Arrival,22.5,0
AA,JAN,Arrival,22.153846153846153,0
AA,JAN,Arrival,21.81818181818182,0
AA,JAN,Arrival,21.492537313432834,0
AA,JAN,Arrival,21.176470588235293,0
AA,JAN,Arrival,20.869565217391305,0
AA,JAN,Arrival,20.57142857142857,0
AA,JAN,Arrival,20.281690140845072,0
AA,JAX,Departure,1440,15.469269033448436
AA,JAX,Departure,720,13.55195987521434
AA,JAX,Departure,480,3.417185076500891
AA,JAX,Departure,360,8.137570530836765
AA,JAX,Departure,288,9.873655600901165
AA,JAX,Departure,240,3.7982346426444185
AA,JAX,Departure,205.71428571428572,9.70690588838149
AA,JAX,Departure,180,3.0388494089126348
AA,JAX,Departure,160,10.172660587755818
AA,JAX,Departure,144,7.4375859211637145
AA,JAX,Departure,130.9090909090909,1.2754216104733191
AA,JAX,Departure,120,8.269236947814386
AA,JAX,Departure,110.76923076923077,11.635389679472793
AA,JAX,Departure,102.85714285714286,11.563598475662431
AA,JAX,Departure,96,14.259435001337623
AA,JAX,Departure,90,12.082526585985097
AA,JAX,Departure,84.70588235294117,1.887162695356305
AA,JAX,Departure,80,7.446143946161604
AA,JAX,Departure,75.78947368421052,2.960356827908024
AA,JAX,Departure,72,10.063180037645047
AA,JAX,Departure,68.57142857142857,5.827883763430138
AA,JAX,Departure,65.45454545454545,2.456705068694369
AA,JAX,Departure,62.60869565217392,10.217914566204207
AA,JAX,Departure,60,7.545804312988057
AA,JAX,Departure,57.599999999999994,13.164998622927715
AA,JAX,Departure,55.38461538461539,11.100500340632989
AA,JAX,Departure,53.333333333333336,8.73559685829325
AA,JAX,Departure,51.42857142857143,11.244607447934818
AA,JAX,Departure,49.6551724137931,4.136049830269272
AA,JAX,Departure,48,5.831035095796944
AA,JAX,Departure,46.45161290322581,8.130333615011757
AA,JAX,Departure,45,1.6321351194068374
AA,JAX,Departure,43.63636363636364,4.955740277269488
AA,JAX,Departure,42.35294117647059,1.5379647672343792
AA,JAX,Departure,41.14285714285714,1.408232319985295
AA,JAX,Departure,40,3.9576299897300737
AA,JAX,Departure,38.91891891891892,1.8092088811447782
AA,JAX,Departure,37.89473684210526,1.1756213536035152
AA,JAX,Departure,36.92307692307692,2.4691062396139802
AA,JAX,Departure,36,4.588277670040342
AA,JAX,Departure,35.1219512195122,1.6344302550516887
AA,JAX,Departure,34.285714285714285,2.6036645585769342
AA,JAX,Departure,33.48837209302325,1.3405372035048717
AA,JAX,Departure,32.72727272727273,1.4893797730352045
AA,JAX,Departure,32,1.692909271769537
AA,JAX,Departure,31.30434782608696,1.8861814009362539
AA,JAX,Departure,30.638297872340424,0.08727617583351056
AA,JAX,Departure,30,0.45210435502455976
AA,JAX,Departure,29.38775510204082,0.5818991060594257
AA,JAX,Departure,28.799999999999997,0.43510459049055566
AA,JAX,Departure,28.235294117647058,0.3343478614135771
AA,JAX,Departure,27.692307692307693,0.07443930213333987
AA,JAX,Departure,27.169811320754715,0.3475635035325421
AA,JAX,Departure,26.666666666666668,0.7188118997295554
AA,JAX,Departure,26.18181818181818,0.4143041372921344
AA,JAX,Departure,25.714285714285715,0.16456978802316377
AA,JAX,Departure,25.263157894736842,0.258401286277419
AA,JAX,Departure,24.82758620689655,0.20907293519423545
AA,JAX,Departure,24.406779661016948,0.1741669098726811
AA,JAX,Departure,24,0.0989867425217637
AA,JAX,Departure,23.606557377049178,0.10166381653189313
AA,JAX,Departure,23.225806451612904,0.11447144723608133
AA,JAX,Departure,22.857142857142858,0.3864658337388426
AA,JAX,Departure,22.5,0.19892434353783053
AA,JAX,Departure,22.153846153846153,0.046312798490797266
AA,JAX,Departure,21.81818181818182,0.14287187622857975
AA,JAX,Departure,21.492537313432834,0.14005976048537253
AA,JAX,Departure,21.176470588235293,0.12595586534149017
AA,JAX,Departure,20.869565217391305,0.11728625818259146
AA,JAX,Departure,20.57142857142857,0.042598894040290616
AA,JAX,Departure,20.281690140845072,0.13607025647418017
AA,JAX,Arrival,1440,18.22346855403312
AA,JAX,Arrival,720,8.155395516667548
AA,JAX,Arrival,480,4.2516046787469115
AA,JAX,Arrival,360,4.464880663160124
AA,JAX,Arrival,288,9.401909714445555
AA,JAX,Arrival,240,3.8435203260742727
AA,JAX,Arrival,205.71428571428572,0.5898745258584155
AA,JAX,Arrival,180,9.417014419980319
AA,JAX,Arrival,160,7.560619398505253
AA,JAX,Arrival,144,5.609522169768332
AA,JAX,Arrival,130.9090909090909,13.267457949801146
AA,JAX,Arrival,120,10.14342600886315
AA,JAX,Arrival,110.76923076923077,10.117928033055685
AA,JAX,Arrival,102.85714285714286,6.3375605068551
AA,JAX,Arrival,96,9.527760722447683
AA,JAX,Arrival,90,4.489941176978473
AA,JAX,Arrival,84.70588235294117,2.4148956126716743
AA,JAX,Arrival,80,5.044799773828509
AA,JAX,Arrival,75.78947368421052,5.462951552536257
AA,JAX,Arrival,72,7.4974552276442585
AA,JAX,Arrival,68.57142857142857,5.3191257110816474
AA,JAX,Arrival,65.45454545454545,7.701232087296088
AA,JAX,Arrival,62.60869565217392,6.788607937699603
AA,JAX,Arrival,60,3.043455005410038
AA,JAX,Arrival,57.599999999999994,4.973969351393503
AA,JAX,Arrival,55.38461538461539,5.897018671455511
AA,JAX,Arrival,53.333333333333336,9.044324691539446
AA,JAX,Arrival,51.42857142857143,2.7420677657365022
AA,JAX,Arrival,49.6551724137931,3.4228454070306467
AA,JAX,Arrival,48,0.8757600712744381
AA,JAX,Arrival,46.45161290322581,2.3052825497972393
AA,JAX,Arrival,45,3.556754325595472
AA,JAX,Arrival,43.63636363636364,0.8306259139474027
AA,JAX,Arrival,42.35294117647059,1.076735313777661
AA,JAX,Arrival,41.14285714285714,3.122344933568707
AA,JAX,Arrival,40,0.7001640791303265
AA,JAX,Arrival,38.91891891891892,2.257099674013287
AA,JAX,Arrival,37.89473684210526,0.6299003382335439
AA,JAX,Arrival,36.92307692307692,1.360887719771718
AA,JAX,Arrival,36,1.900166661177468
AA,JAX,Arrival,35.1219512195122,0.43797491110554365
AA,JAX,Arrival,34.285714285714285,0.8914374375244548
AA,JAX,Arrival,33.48837209302325,0.7575905419544702
AA,JAX,Arrival,32.72727272727273,0.908911651843576
AA,JAX,Arrival,32,0.596407482800804
AA,JAX,Arrival,31.30434782608696,0.721508234995999
AA,JAX,Arrival,30.638297872340424,0.1167580681773028
AA,JAX,Arrival,30,0.2991320933613926
AA,JAX,Arrival,29.38775510204082,0.0704587079532631
AA,JAX,Arrival,28.799999999999997,0.6233757505524541
AA,JAX,Arrival,28.235294117647058,0.6460580028399742
AA,JAX,Arrival,27.692307692307693,0.4900527062010249
AA,JAX,Arrival,27.169811320754715,0.2901652591560501
AA,JAX,Arrival,26.666666666666668,0.37893419510314996
AA,JAX,Arrival,26.18181818181818,0.4582948752220218
AA,JAX,Arrival,25.714285714285715,0.19354041967767546
AA,JAX,Arrival,25.263157894736842,0.15482024286717339
AA,JAX,Arrival,24.82758620689655,0.17378660093447215
AA,JAX,Arrival,24.406779661016948,0.2643042679578316
AA,JAX,Arrival,24,0.29543013086755915
AA,JAX,Arrival,23.606557377049178,0.2362151181771923
AA,JAX,Arrival,23.225806451612904,0.17906965407895947
AA,JAX,Arrival,22.857142857142858,0.18183701436017302
AA,JAX,Arrival,22.5,0.17508681496341166
AA,JAX,Arrival,22.153846153846153,0.06152494468077092
AA,JAX,Arrival,21.81818181818182,0.013833583852445076
AA,JAX,Arrival,21.492537313432834,0.10802865442204161
AA,JAX,Arrival,21.176470588235293,0.13757260033830165
AA,JAX,Arrival,20.869565217391305,0.12279560842053051
AA,JAX,Arrival,20.57142857142857,0.07869478798654786
AA,JAX,Arrival,20.281690140845072,0.06325069682504623
AA,JFK,Departure,1440,86.16641177688513
AA,JFK,Departure,720,71.74706950630464
AA,JFK,Departure,480,27.713396331494803
AA,JFK,Departure,360,24.405327405475568
AA,JFK,Departure,288,38.267389430097964
AA,JFK,Departure,240,18.37140603116936
AA,JFK,Departure,205.71428571428572,30.32163047128316
AA,JFK,Departure,180,1.9236675958332725
AA,JFK,Departure,160,8.698652566317953
AA,JFK,Departure,144,19.438337850779234
AA,JFK,Departure,130.9090909090909,34.2709555570164
AA,JFK,Departure,120,19.30707021134253
AA,JFK,Departure,110.76923076923077,32.2289921316274
AA,JFK,Departure,102.85714285714286,28.671227929211298
AA,JFK,Departure,96,11.571755998575552
AA,JFK,Departure,90,21.188657905423167
AA,JFK,Departure,84.70588235294117,14.258353405816052
AA,JFK,Departure,80,16.259272809519796
AA,JFK,Departure,75.78947368421052,12.554851396576872
AA,JFK,Departure,72,7.6990018331675465
AA,JFK,Departure,68.57142857142857,16.0820642457409
AA,JFK,Departure,65.45454545454545,18.703990373014605
AA,JFK,Departure,62.60869565217392,19.17056276992705
AA,JFK,Departure,60,36.405335034346415
AA,JFK,Departure,57.599999999999994,17.88262145017997
AA,JFK,Departure,55.38461538461539,23.193838455611477
AA,JFK,Departure,53.333333333333336,12.323293096179775
AA,JFK,Departure,51.42857142857143,16.719392845427517
AA,JFK,Departure,49.6551724137931,16.49727097593886
AA,JFK,Departure,48,5.597203854480618
AA,JFK,Departure,46.45161290322581,14.961234694865674
AA,JFK,Departure,45,6.954668539126617
AA,JFK,Departure,43.63636363636364,8.387831638962696
AA,JFK,Departure,42.35294117647059,10.777026836416926
AA,JFK,Departure,41.14285714285714,6.49610687950277
AA,JFK,Departure,40,7.10259722799189
AA,JFK,Departure,38.91891891891892,10.933106901239821
AA,JFK,Departure,37.89473684210526,11.285171752262778
AA,JFK,Departure,36.92307692307692,7.790122505582848
AA,JFK,Departure,36,3.221902621449987
AA,JFK,Departure,35.1219512195122,0.40681786974790907
AA,JFK,Departure,34.285714285714285,3.9107895767497323
AA,JFK,Departure,33.48837209302325,5.935115495809935
AA,JFK,Departure,32.72727272727273,3.45799357697034
AA,JFK,Departure,32,1.4034209463822824
AA,JFK,Departure,31.30434782608696,1.363012290338564
AA,JFK,Departure,30.638297872340424,2.988116711012571
AA,JFK,Departure,30,3.5721005273686846
AA,JFK,Departure,29.38775510204082,1.9323014732659283
AA,JFK,Departure,28.799999999999997,1.0961193300903385
AA,JFK,Departure,28.235294117647058,1.648748167375564
AA,JFK,Departure,27.692307692307693,0.9083261769838901
AA,JFK,Departure,27.169811320754715,0.7398964435520828
AA,JFK,Departure,26.666666666666668,0.45757843080095817
AA,JFK,Departure,26.18181818181818,1.0738477017006973
AA,JFK,Departure,25.714285714285715,1.050525473873065
AA,JFK,Departure,25.263157894736842,1.0533008203586485
AA,JFK,Departure,24.82758620689655,0.3432173727114176
AA,JFK,Departure,24.406779661016948,0.2285251415934397
AA,JFK,Departure,24,0.7123092237111253
AA,JFK,Departure,23.606557377049178,0.5610178083336952
AA,JFK,Departure,23.225806451612904,0.40217739228315574
AA,JFK,Departure,22.857142857142858,0.3007117902591822
AA,JFK,Departure,22.5,0.5667463614798255
AA,JFK,Departure,22.153846153846153,0.5852735448817639
AA,JFK,Departure,21.81818181818182,0.599296854584981
AA,JFK,Departure,21.492537313432834,0.1751214454921447
AA,JFK,Departure,21.176470588235293,0.11127226251244601
AA,JFK,Departure,20.869565217391305,0.5290397515834893
AA,JFK,Departure,20.57142857142857,0.49393623523576546
AA,JFK,Departure,20.281690140845072,0.42140724080641334
AA,JFK,Arrival,1440,81.53090931314547
AA,JFK,Arrival,720,30.341185579589805
AA,JFK,Arrival,480,47.300467081772666
AA,JFK,Arrival,360,20.400570785412725
AA,JFK,Arrival,288,44.43946297381451
AA,JFK,Arrival,240,23.61131097561993
AA,JFK,Arrival,205.71428571428572,26.53693498813305
AA,JFK,Arrival,180,6.632071612129801
AA,JFK,Arrival,160,12.621188072207282
AA,JFK,Arrival,144,3.292505953965237
AA,JFK,Arrival,130.9090909090909,17.187141119529038
AA,JFK,Arrival,120,8.914658349874639
AA,JFK,Arrival,110.76923076923077,9.24827379115041
AA,JFK,Arrival,102.85714285714286,8.714412822303906
AA,JFK,Arrival,96,3.588679261677348
AA,JFK,Arrival,90,11.8480569996857
AA,JFK,Arrival,84.70588235294117,1.3694810540653133
AA,JFK,Arrival,80,4.02117022627132
AA,JFK,Arrival,75.78947368421052,4.3435727147532655
AA,JFK,Arrival,72,2.393443640035879
AA,JFK,Arrival,68.57142857142857,10.51839433370899
AA,JFK,Arrival,65.45454545454545,2.46218110185632
AA,JFK,Arrival,62.60869565217392,6.059274349014045
AA,JFK,Arrival,60,7.889377228322753
AA,JFK,Arrival,57.599999999999994,11.7046032951881
AA,JFK,Arrival,55.38461538461539,5.778499682145841
AA,JFK,Arrival,53.333333333333336,8.20533284750747
AA,JFK,Arrival,51.42857142857143,3.3425203418492466
AA,JFK,Arrival,49.6551724137931,2.438908060196209
AA,JFK,Arrival,48,4.558794931768319
AA,JFK,Arrival,46.45161290322581,3.4261892073580866
AA,JFK,Arrival,45,3.280560843393417
AA,JFK,Arrival,43.63636363636364,5.695750272704358
AA,JFK,Arrival,42.35294117647059,1.4284864570741211
AA,JFK,Arrival,41.14285714285714,2.5404525223792445
AA,JFK,Arrival,40,3.1353119479441984
AA,JFK,Arrival,38.91891891891892,2.1109850476508973
AA,JFK,Arrival,37.89473684210526,2.419289761075214
AA,JFK,Arrival,36.92307692307692,1.4340910337110022
AA,JFK,Arrival,36,1.2399145643036462
AA,JFK,Arrival,35.1219512195122,1.0643736496688152
AA,JFK,Arrival,34.285714285714285,0.5429570293987204
AA,JFK,Arrival,33.48837209302325,1.3958987623877006
AA,JFK,Arrival,32.72727272727273,1.2317518668656695
AA,JFK,Arrival,32,0.18798110534176557
AA,JFK,Arrival,31.30434782608696,0.5268126592122424
AA,JFK,Arrival,30.638297872340424,0.2035959569694078
AA,JFK,Arrival,30,0.8155415444288835
AA,JFK,Arrival,29.38775510204082,0.7310820463621368
AA,JFK,Arrival,28.799999999999997,0.5128087538968004
AA,JFK,Arrival,28.235294117647058,0.16541849050353033
AA,JFK,Arrival,27.692307692307693,0.41955563687234343
AA,JFK,Arrival,27.169811320754715,0.5124778021901059
AA,JFK,Arrival,26.666666666666668,0.4518863609449273
AA,JFK,Arrival,26.18181818181818,0.16530735294424423
AA,JFK,Arrival,25.714285714285715,0.33862913893119445
AA,JFK,Arrival,25.263157894736842,0.4118994820431696
AA,JFK,Arrival,24.82758620689655,0.05055982073613084
AA,JFK,Arrival,24.406779661016948,0.2945187214326103
AA,JFK,Arrival,24,0.16448386341260587
AA,JFK,Arrival,23.606557377049178,0.174823051704388
AA,JFK,Arrival,23.225806451612904,0.3074131585870699
AA,JFK,Arrival,22.857142857142858,0.22013152967064714
AA,JFK,Arrival,22.5,0.09478792671742035
AA,JFK,Arrival,22.153846153846153,0.13661542286260514
AA,JFK,Arrival,21.81818181818182,0.19636938479090527
AA,JFK,Arrival,21.492537313432834,0.08631643397360306
AA,JFK,Arrival,21.176470588235293,0.1647668070519813
AA,JFK,Arrival,20.869565217391305,0.09037642449731474
AA,JFK,Arrival,20.57142857142857,0.06340028175898776
AA,JFK,Arrival,20.281690140845072,0.17058810421072945
AA,LAS,Departure,1440,65.99195733125502
AA,LAS,Departure,720,40.6726443518959
AA,LAS,Departure,480,30.41076405885504
AA,LAS,Departure,360,31.029981784331216
AA,LAS,Departure,288,9.191293745056136
AA,LAS,Departure,240,13.595534641508774
AA,LAS,Departure,205.71428571428572,14.984236726281317
AA,LAS,Departure,180,18.81101081149761
AA,LAS,Departure,160,20.083279228204674
AA,LAS,Departure,144,32.346183068944896
AA,LAS,Departure,130.9090909090909,5.193058083088852
AA,LAS,Departure,120,34.42665258513215
AA,LAS,Departure,110.76923076923077,18.749943323082185
AA,LAS,Departure,102.85714285714286,19.19438867900089
AA,LAS,Departure,96,31.513610434649152
AA,LAS,Departure,90,22.64681414165744
AA,LAS,Departure,84.70588235294117,7.170718198499535
AA,LAS,Departure,80,7.313788728942419
AA,LAS,Departure,75.78947368421052,9.945016348899763
AA,LAS,Departure,72,13.125444875352223
AA,LAS,Departure,68.57142857142857,9.873534909553948
AA,LAS,Departure,65.45454545454545,20.58423144465347
AA,LAS,Departure,62.60869565217392,4.072846592593452
AA,LAS,Departure,60,8.644240968917707
AA,LAS,Departure,57.599999999999994,17.566025352254815
AA,LAS,Departure,55.38461538461539,18.58086287347893
AA,LAS,Departure,53.333333333333336,10.99440230484526
AA,LAS,Departure,51.42857142857143,10.584214915429676
AA,LAS,Departure,49.6551724137931,4.846826752940327
AA,LAS,Departure,48,16.61752192932094
AA,LAS,Departure,46.45161290322581,11.190107872475723
AA,LAS,Departure,45,25.104703821564314
AA,LAS,Departure,43.63636363636364,21.24535620337527
AA,LAS,Departure,42.35294117647059,8.145878881492289
AA,LAS,Departure,41.14285714285714,10.094404876567985
AA,LAS,Departure,40,13.74012097169953
AA,LAS,Departure,38.91891891891892,9.3772880980781
AA,LAS,Departure,37.89473684210526,7.562132905793253
AA,LAS,Departure,36.92307692307692,3.0675444005768204
AA,LAS,Departure,36,8.827832375779955
AA,LAS,Departure,35.1219512195122,0.7332897407355664
AA,LAS,Departure,34.285714285714285,2.9845582535990434
AA,LAS,Departure,33.48837209302325,2.1176297404639914
AA,LAS,Departure,32.72727272727273,7.043996059365174
AA,LAS,Departure,32,0.9039291641099746
AA,LAS,Departure,31.30434782608696,1.3103737805958025
AA,LAS,Departure,30.638297872340424,1.5721966997943306
AA,LAS,Departure,30,1.2886210760877517
AA,LAS,Departure,29.38775510204082,2.586724788383415
AA,LAS,Departure,28.799999999999997,2.1922464948988343
AA,LAS,Departure,28.235294117647058,0.7771407138056493
AA,LAS,Departure,27.692307692307693,0.2540258723027569
AA,LAS,Departure,27.169811320754715,2.2232672979060215
AA,LAS,Departure,26.666666666666668,0.9597704616566087
AA,LAS,Departure,26.18181818181818,0.9267851723214307
AA,LAS,Departure,25.714285714285715,0.741398488096487
AA,LAS,Departure,25.263157894736842,0.6109861236363071
AA,LAS,Departure,24.82758620689655,1.661736211504817
AA,LAS,Departure,24.406779661016948,1.4240039689692205
AA,LAS,Departure,24,0.4927261515347663
AA,LAS,Departure,23.606557377049178,0.5098837008725744
AA,LAS,Departure,23.225806451612904,1.2762402884201245
AA,LAS,Departure,22.857142857142858,0.9525898038088787
AA,LAS,Departure,22.5,0.9363099459319076
AA,LAS,Departure,22.153846153846153,0.5776799809945884
AA,LAS,Departure,21.81818181818182,0.5635893793064276
AA,LAS,Departure,21.492537313432834,1.3176562992730434
AA,LAS,Departure,21.176470588235293,1.2479212794067294
AA,LAS,Departure,20.869565217391305,0.5263871656737659
AA,LAS,Departure,20.57142857142857,0.5556072077294834
AA,LAS,Departure,20.281690140845072,1.0108111485179592
AA,LAS,Arrival,1440,69.30092550657616
AA,LAS,Arrival,720,69.22017503255124
AA,LAS,Arrival,480,21.594778628367113
AA,LAS,Arrival,360,12.295221211313775
AA,LAS,Arrival,288,18.08224935137804
AA,LAS,Arrival,240,12.001118208176159
AA,LAS,Arrival,205.71428571428572,15.135411547170852
AA,LAS,Arrival,180,12.176060555833372
AA,LAS,Arrival,160,22.195545006692857
AA,LAS,Arrival,144,14.922218573150921
AA,LAS,Arrival,130.9090909090909,10.729615488940661
AA,LAS,Arrival,120,24.89036453757922
AA,LAS,Arrival,110.76923076923077,6.951660452903605
AA,LAS,Arrival,102.85714285714286,19.779974954800366
AA,LAS,Arrival,96,29.093360307251494
AA,LAS,Arrival,90,20.931065868373892
AA,LAS,Arrival,84.70588235294117,3.2945268100187195
AA,LAS,Arrival,80,10.946024471436479
AA,LAS,Arrival,75.78947368421052,5.618442203487945
AA,LAS,Arrival,72,4.7821973033513485
AA,LAS,Arrival,68.57142857142857,8.003871165180897
AA,LAS,Arrival,65.45454545454545,8.445779201765873
AA,LAS,Arrival,62.60869565217392,16.589118631513678
AA,LAS,Arrival,60,6.925737352249874
AA,LAS,Arrival,57.599999999999994,3.9862708064144883
AA,LAS,Arrival,55.38461538461539,6.542923554594078
AA,LAS,Arrival,53.333333333333336,6.150324758630734
AA,LAS,Arrival,51.42857142857143,2.299159677113402
AA,LAS,Arrival,49.6551724137931,5.037030907901542
AA,LAS,Arrival,48,8.704481288690449
AA,LAS,Arrival,46.45161290322581,4.072274586887739
AA,LAS,Arrival,45,2.2353803590686643
AA,LAS,Arrival,43.63636363636364,9.718787838823234
AA,LAS,Arrival,42.35294117647059,7.953536376926858
AA,LAS,Arrival,41.14285714285714,2.3852250315698353
AA,LAS,Arrival,40,2.522430317444951
AA,LAS,Arrival,38.91891891891892,2.9870963220608484
AA,LAS,Arrival,37.89473684210526,2.4201192157538793
AA,LAS,Arrival,36.92307692307692,2.566021981495924
AA,LAS,Arrival,36,2.4498619970486786
AA,LAS,Arrival,35.1219512195122,2.29480188294367
AA,LAS,Arrival,34.285714285714285,0.47905954190746086
AA,LAS,Arrival,33.48837209302325,2.749676689043481
AA,LAS,Arrival,32.72727272727273,2.404411700266238
AA,LAS,Arrival,32,0.3628773567527908
AA,LAS,Arrival,31.30434782608696,0.8357734971171821
AA,LAS,Arrival,30.638297872340424,0.5772186505709964
AA,LAS,Arrival,30,0.6798409975571653
AA,LAS,Arrival,29.38775510204082,0.4836648577391753
AA,LAS,Arrival,28.799999999999997,0.8788097095328528
AA,LAS,Arrival,28.235294117647058,0.5617970448606922
AA,LAS,Arrival,27.692307692307693,0.6673034506587217
AA,LAS,Arrival,27.169811320754715,0.21904714314186907
AA,LAS,Arrival,26.666666666666668,0.5273038205723471
AA,LAS,Arrival,26.18181818181818,0.36974960239511145
AA,LAS,Arrival,25.714285714285715,0.13633041090194412
AA,LAS,Arrival,25.263157894736842,0.41822183723817796
AA,LAS,Arrival,24.82758620689655,0.47612139478126014
AA,LAS,Arrival,24.406779661016948,0.4278535080522599
AA,LAS,Arrival,24,0.4497063725843605
AA,LAS,Arrival,23.606557377049178,0.3368997999030263
AA,LAS,Arrival,23.225806451612904,0.41207341881854587
AA,LAS,Arrival,22.857142857142858,0.3011103938576071
AA,LAS,Arrival,22.5,0.3555827559113551
AA,LAS,Arrival,22.153846153846153,0.1875492939177607
AA,LAS,Arrival,21.81818181818182,0.36921113494196456
AA,LAS,Arrival,21.492537313432834,0.4165326659350629
AA,LAS,Arrival,21.176470588235293,0.41495898361495365
AA,LAS,Arrival,20.869565217391305,0.37369043340324115
AA,LAS,Arrival,20.57142857142857,0.2495336527466242
AA,LAS,Arrival,20.281690140845072,0.3531184849153205
AA,LAX,Departure,1440,121.6589053352349
AA,LAX,Departure,720,107.28736889064581
AA,LAX,Departure,480,61.297682744443904
AA,LAX,Departure,360,24.126750903359962
AA,LAX,Departure,288,12.636309630890706
AA,LAX,Departure,240,30.506765345863485
AA,LAX,Departure,205.71428571428572,13.111194360792659
AA,LAX,Departure,180,43.29831500108715
AA,LAX,Departure,160,60.65821632657477
AA,LAX,Departure,144,27.02544139252364
AA,LAX,Departure,130.9090909090909,45.960313663438036
AA,LAX,Departure,120,46.47888130283481
AA,LAX,Departure,110.76923076923077,56.908437328064984
AA,LAX,Departure,102.85714285714286,57.35897393535385
AA,LAX,Departure,96,54.12179248244825
AA,LAX,Departure,90,53.47487443470049
AA,LAX,Departure,84.70588235294117,117.88737710414813
AA,LAX,Departure,80,72.35869620397861
AA,LAX,Departure,75.78947368421052,49.69478289751642
AA,LAX,Departure,72,19.061288755203254
AA,LAX,Departure,68.57142857142857,27.824255316349614
AA,LAX,Departure,65.45454545454545,14.61181643775728
AA,LAX,Departure,62.60869565217392,35.53574212578662
AA,LAX,Departure,60,29.822852950194104
AA,LAX,Departure,57.599999999999994,37.71385690672901
AA,LAX,Departure,55.38461538461539,42.517009915795406
AA,LAX,Departure,53.333333333333336,29.482807219484748
AA,LAX,Departure,51.42857142857143,11.503388098349426
AA,LAX,Departure,49.6551724137931,8.2528526317725
AA,LAX,Departure,48,37.78025279680963
AA,LAX,Departure,46.45161290322581,31.31622845632094
AA,LAX,Departure,45,32.753008293767934
AA,LAX,Departure,43.63636363636364,20.24165266610634
AA,LAX,Departure,42.35294117647059,37.76296412519809
AA,LAX,Departure,41.14285714285714,21.57105740126617
AA,LAX,Departure,40,27.346557764554653
AA,LAX,Departure,38.91891891891892,6.973577453048123
AA,LAX,Departure,37.89473684210526,14.237907093683178
AA,LAX,Departure,36.92307692307692,17.402190097260366
AA,LAX,Departure,36,13.550544373280104
AA,LAX,Departure,35.1219512195122,4.8689596697722735
AA,LAX,Departure,34.285714285714285,7.874503325918874
AA,LAX,Departure,33.48837209302325,15.14989333604209
AA,LAX,Departure,32.72727272727273,13.326235789616545
AA,LAX,Departure,32,5.116209448974873
AA,LAX,Departure,31.30434782608696,6.005707030415371
AA,LAX,Departure,30.638297872340424,6.161777022375634
AA,LAX,Departure,30,6.020932816517467
AA,LAX,Departure,29.38775510204082,4.953403749142994
AA,LAX,Departure,28.799999999999997,1.725942810113635
AA,LAX,Departure,28.235294117647058,6.60085140780301
AA,LAX,Departure,27.692307692307693,3.385709199465932
AA,LAX,Departure,27.169811320754715,4.949843784233184
AA,LAX,Departure,26.666666666666668,2.1769697047243293
AA,LAX,Departure,26.18181818181818,1.852153977049033
AA,LAX,Departure,25.714285714285715,1.9724578542027364
AA,LAX,Departure,25.263157894736842,1.9846465869703351
AA,LAX,Departure,24.82758620689655,2.330022376750502
AA,LAX,Departure,24.406779661016948,1.165479230838134
AA,LAX,Departure,24,1.7475636726569883
AA,LAX,Departure,23.606557377049178,1.7431001450436117
AA,LAX,Departure,23.225806451612904,2.090895658176635
AA,LAX,Departure,22.857142857142858,1.3627296629845482
AA,LAX,Departure,22.5,0.3971505679664629
AA,LAX,Departure,22.153846153846153,0.5190966118343592
AA,LAX,Departure,21.81818181818182,0.8281849695491369
AA,LAX,Departure,21.492537313432834,1.1823777965040465
AA,LAX,Departure,21.176470588235293,0.585836104167985
AA,LAX,Departure,20.869565217391305,0.6248166702634221
AA,LAX,Departure,20.57142857142857,0.4724736308757494
AA,LAX,Departure,20.281690140845072,0.9338892510242991
AA,LAX,Arrival,1440,158.3915906762346
AA,LAX,Arrival,720,134.64043386284294
AA,LAX,Arrival,480,34.878478446606465
AA,LAX,Arrival,360,32.542260704215906
AA,LAX,Arrival,288,28.200160636872546
AA,LAX,Arrival,240,6.572338377801118
AA,LAX,Arrival,205.71428571428572,28.80625068077264
AA,LAX,Arrival,180,42.40661803917485
AA,LAX,Arrival,160,21.10157363238912
AA,LAX,Arrival,144,27.69643259038176
AA,LAX,Arrival,130.9090909090909,23.15735713476312
AA,LAX,Arrival,120,41.75858603408315
AA,LAX,Arrival,110.76923076923077,26.31924701979086
AA,LAX,Arrival,102.85714285714286,37.352472352069796
AA,LAX,Arrival,96,36.845492597612946
AA,LAX,Arrival,90,22.14406888504527
AA,LAX,Arrival,84.70588235294117,59.244913086709936
AA,LAX,Arrival,80,28.96759411494247
AA,LAX,Arrival,75.78947368421052,13.040454842144877
AA,LAX,Arrival,72,10.51514879873467
AA,LAX,Arrival,68.57142857142857,8.325238617284665
AA,LAX,Arrival,65.45454545454545,12.749719622858448
AA,LAX,Arrival,62.60869565217392,11.672693933712306
AA,LAX,Arrival,60,15.940327591031853
