"","airline","airport","arr","dep","yearly_passengers","hub_type","sum"
"90","DL","CLT",3.42964776123861,3.75095609375037,20785356,"Large",7.18060385498898
"91","DL","CMH",3.7314926127435,3.99371225867944,3704541,"Medium",7.72520487142294
"92","DL","CVG",3.6868260545088,3.56713527461149,3680221,"Medium",7.2539613291203
"93","DL","DAB",3.95208481245841,4.16177725011618,344758,"Nonhub",8.11386206257459
"94","DL","DAL",3.6034013979583,3.84081437901816,7948408,"Large",7.44421577697645
"95","DL","DAY",3.69582009029547,4.04714271353344,933907,"Small",7.74296280382891
"96","DL","DCA",3.30444561031405,3.83508122875199,11390840,"Large",7.13952683906604
"97","DL","DEN",3.06897196398603,3.27571304313987,28903645,"Large",6.34468500712591
"98","DL","DFW",3.46402470073933,3.64554269541275,27862777,"Large",7.10956739615209
"99","DL","DTW",3.24548972529394,3.73770192814384,15375391,"Large",6.98319165343778
"100","DL","ECP",3.72430868951368,3.99977909004662,464013,"Small",7.7240877795603
"101","DL","EWR",2.97172360837191,3.96762870519319,15327436,"Large",6.9393523135651
"102","DL","FLL",2.82711575262427,3.01416283100816,12419785,"Large",5.84127858363243
"103","DL","GEG",3.38252592631801,3.73672448581593,1700983,"Small",7.11925041213393
"104","DL","GPT",3.73778578116182,4.07115857648238,320129,"Nonhub",7.8089443576442
"105","DL","GRR",3.53801932705343,3.81949601332711,1405896,"Small",7.35751534038054
"106","DL","GSO",3.79744530331707,3.97782254467692,881109,"Small",7.77526784799399
"107","DL","GSP",3.39088615131849,4.00684571336148,1035938,"Small",7.39773186467997
"108","DL","HNL",2.64414194695346,4.02967379796324,7424983,"Medium",6.6738157449167
"109","DL","HOU",3.44617022044255,4.00103873091923,6337812,"Medium",7.44720895136178
"110","DL","HSV",3.88442538933008,4.02771824744055,525772,"Small",7.91214363677063
"111","DL","IAD",3.40104476639852,3.90016446650043,7371602,"Medium",7.30120923289895
"112","DL","IAH",3.38421937700635,3.83164142786958,14625107,"Large",7.21586080487593
"113","DL","IND",3.66704006634746,3.81926845419203,4367415,"Medium",7.48630852053949
"114","DL","JAN",3.45409034058798,4.07197718118132,461213,"Small",7.5260675217693
"115","DL","JAX",3.34477353808969,3.16523289474832,2703132,"Medium",6.51000643283801
"116","DL","JFK",2.9784377203274,3.66897929608239,13676143,"Large",6.64741701640979
"117","DL","LAS",2.87018589183,3.64715571629094,21754529,"Large",6.51734160812094
"118","DL","LAX",2.39812993846616,2.83768466551749,29409829,"Large",5.23581460398365
"119","DL","LEX",3.83729195500797,3.9878393298345,636052,"Small",7.82513128484247
"120","DL","LGA",2.33271698243889,3.04731414849782,13589163,"Large",5.38003113093671
"121","DL","LIT",3.59255212381677,4.1065786858269,987690,"Small",7.69913080964367
"122","DL","MCI",3.74153248713508,3.84677802567432,5775386,"Medium",7.58831051280941
"123","DL","MCO",3.07454399890111,3.31927275728516,19022844,"Large",6.39381675618627
"124","DL","MDW",3.42614130162817,4.07828808628318,10820348,"Large",7.50442938791135
"125","DL","MEM",3.52270282704493,3.99642492008126,2122447,"Medium",7.51912774712619
"126","DL","MIA",3.28439210022819,3.6391802321774,10371722,"Large",6.9235723324056
"127","DL","MKE",3.49910518023767,3.9102395680894,3417379,"Medium",7.40934474832707
"128","DL","MLB",3.56740278383287,4.1795353668671,219086,"Nonhub",7.74693815069996
"129","DL","MSN",3.48029808340159,3.87055137983086,944899,"Small",7.35084946323245
"130","DL","MSP",3.0605972027003,3.53622837279815,17046950,"Large",6.59682557549845
"131","DL","MSY",2.99312838022086,3.73755139635782,6031426,"Medium",6.73067977657869
"132","DL","MYR",3.73354228175027,4.00850145623826,1144900,"Small",7.74204373798853
"133","DL","OAK",3.43646972210387,3.9866092904267,6199519,"Medium",7.42307901253057
"134","DL","OGG",3.2365743635449,3.8277351960989,3264579,"Medium",7.0643095596438
"135","DL","OKC",3.65252593184339,4.11382335186079,1956400,"Medium",7.76634928370418
"136","DL","OMA",3.4892601262949,3.66603080959231,2295573,"Medium",7.15529093588721
"137","DL","ORD",3.30391730071283,3.46916668196809,32397952,"Large",6.77308398268092
"138","DL","ORF",3.89174552079726,4.07786655462401,1715525,"Small",7.96961207542126
"139","DL","PBI",2.88149686167131,3.49206620377438,3038458,"Medium",6.37356306544569
"140","DL","PDX",3.37390724871894,3.47053652893115,9091341,"Large",6.8444437776501
"141","DL","PHL",3.27292832655688,3.88062397536053,12609106,"Large",7.15355230191741
"142","DL","PHX",2.87384161173889,3.59107231901193,20580907,"Large",6.46491393075082
"143","DL","PIT",3.84847682150173,3.77263906984,4245874,"Medium",7.62111589134173
"144","DL","PNS",3.67892597590596,4.1690332510995,850198,"Small",7.84795922700545
"145","DL","PVD",3.46863281795529,3.5720147998962,1883749,"Medium",7.04064761785148
"146","DL","PWM",3.83261396742665,3.897262349498,924703,"Small",7.72987631692465
"147","DL","RDU",3.55415175171221,3.6140647747951,5556987,"Medium",7.16821652650731
"148","DL","RIC",3.83170621341198,3.80433509190964,1819633,"Small",7.63604130532162
"149","DL","RSW",3.21002794796724,3.51830626228711,4170956,"Medium",6.72833421025435
"150","DL","SAN",3.09550093498394,3.75761837207359,10783376,"Large",6.85311930705753
"151","DL","SAT",3.46336237252556,3.80571786630052,4315831,"Medium",7.26908023882607
"152","DL","SAV",3.67907991996272,3.64045716640091,1196245,"Small",7.31953708636363
"153","DL","SDF",3.88892146083937,3.91673995021413,1714412,"Small",7.8056614110535
"154","DL","SEA",3.03121397835033,3.12521593548645,20273105,"Large",6.15642991383678
"155","DL","SFO",2.43999815159594,3.65427117490645,20565622,"Large",6.09426932650238
"156","DL","SJC",3.46417416828168,3.69194652020626,5841651,"Medium",7.15612068848794
"157","DL","SJU",3.37874352881351,3.76181041214952,3484584,"Medium",7.14055394096303
"158","DL","SLC",3.50250800419433,3.69834036057496,11192766,"Large",7.20084836476929
"159","DL","SMF",3.65762325544275,3.68957586343425,5343834,"Medium",7.34719911887699
"160","DL","SNA",3.53379218453057,3.87343706793712,5029430,"Medium",7.40722925246769
"161","DL","SRQ",3.84236625770181,4.11379705206523,555668,"Small",7.95616330976704
"162","DL","STL",3.32508270211265,3.719937474124,7341336,"Medium",7.04502017623665
"163","DL","SYR",3.50181300996715,3.70224943829894,1009548,"Small",7.2040624482661
"164","DL","TLH",3.74431479513569,3.96136415870449,354192,"Nonhub",7.70567895384018
"165","DL","TPA",2.9413124478941,3.20701369629314,9198974,"Large",6.14832614418724
"166","DL","TUL",3.57571681262399,4.09412285674059,1407521,"Small",7.66983966936458
"167","DL","TYS",4.06134049901814,4.20441409428225,966012,"Small",8.26575459330039
"168","DL","VPS",3.74575263373484,4.14680838863027,568036,"Small",7.89256102236512
"169","UA","ABQ",3.75600016703662,3.97734800560892,2479239,"Medium",7.73334817264554
"170","UA","ATL",3.03869707069109,3.53246863335874,44817870,"Large",6.57116570404984
"171","UA","AUS",3.46618914137888,3.38677615110137,6779552,"Medium",6.85296529248025
"172","UA","BDL",3.54142133187782,3.63811484998619,3097000,"Medium",7.17953618186401
"173","UA","BNA",3.14188101474021,3.84720344178166,7035239,"Medium",6.98908445652187
"174","UA","BOS",3.45011267066982,3.17075886617151,15481957,"Large",6.62087153684133
"175","UA","BUR",3.61425760757066,4.08613220702514,2475490,"Medium",7.7003898145958
"176","UA","BWI",3.55181707009302,3.7087236902373,12684344,"Large",7.26054076033033
"177","UA","BZN",3.52250996454994,3.847321340737,598702,"Small",7.36983130528694
"178","UA","CHS",3.49162540034417,3.83728528914002,1949384,"Medium",7.32891068948419
"179","UA","CLE",3.08660252097107,3.54955790577845,4401569,"Medium",6.63616042674952
"180","UA","CLT",3.54390375865886,3.69719570787673,20785356,"Large",7.2410994665356
"181","UA","CMH",3.74612339138445,3.9290700423439,3704541,"Medium",7.67519343372835
"182","UA","DCA",3.26555675996042,3.89755275399163,11390840,"Large",7.16310951395205
"183","UA","DEN",3.2019407383346,3.47959142104442,28903645,"Large",6.68153215937902
"184","UA","DFW",3.1354065441891,3.46377380481817,27862777,"Large",6.59918034900727
"185","UA","DSM",3.78673261625159,3.84482525473106,1274917,"Small",7.63155787098265
"186","UA","DTW",3.53928813055888,3.9210598002222,15375391,"Large",7.46034793078107
"187","UA","EUG",3.49052667674406,3.94811413632979,522213,"Small",7.43864081307385
"188","UA","EWR",2.3449855456565,2.40923750782475,15327436,"Large",4.75422305348125
"189","UA","FLL",3.36027621093349,3.3045896698332,12419785,"Large",6.66486588076669
"190","UA","GRR",3.62815701734271,4.10808197272364,1405896,"Small",7.73623899006635
"191","UA","HNL",2.30059099245693,3.69285257769925,7424983,"Medium",5.99344357015619
"192","UA","IAD",3.0552986370683,3.63466825987484,7371602,"Medium",6.68996689694313
"193","UA","IAH",3.05833709838167,3.3709029642853,14625107,"Large",6.42924006266697
"194","UA","IND",3.49678882579886,3.91025714997684,4367415,"Medium",7.4070459757757
"195","UA","JAX",3.76098900623857,3.73456342549463,2703132,"Medium",7.4955524317332
"196","UA","KOA",3.03941043082422,3.29981915553966,1681142,"Small",6.33922958636388
"197","UA","LAS",2.93814120908642,3.8874416442034,21754529,"Large",6.82558285328982
"198","UA","LAX",2.9293995053677,3.33632054365331,29409829,"Large",6.26572004902101
"199","UA","LGA",2.77689610277997,3.53190561357615,13589163,"Large",6.30880171635612
"200","UA","MCI",3.72335844366904,3.92557865221549,5775386,"Medium",7.64893709588453
"201","UA","MCO",2.7652009334486,3.10934323069877,19022844,"Large",5.87454416414738
"202","UA","MEM",3.52454663801172,3.44865873421374,2122447,"Medium",6.97320537222546
"203","UA","MIA",3.19332851969177,3.66046916508143,10371722,"Large",6.8537976847732
"204","UA","MKE",3.72225645175721,3.74639934598657,3417379,"Medium",7.46865579774378
"205","UA","MSN",3.90051254696441,3.87183925445299,944899,"Small",7.7723518014174
"206","UA","MSP",3.52983419762464,3.94311171031916,17046950,"Large",7.47294590794379
"207","UA","MSY",3.25216985506646,3.40467981572557,6031426,"Medium",6.65684967079203
"208","UA","OGG",2.78529815590822,3.06766191623151,3264579,"Medium",5.85296007213973
"209","UA","OMA",3.78530400526093,3.99485071244747,2295573,"Medium",7.7801547177084
"210","UA","ORD",2.93203724420032,3.20413914164307,32397952,"Large",6.13617638584338
"211","UA","ORF",3.85502455786008,3.76838881598258,1715525,"Small",7.62341337384266
"212","UA","PBI",3.21540027665723,3.64203691289728,3038458,"Medium",6.8574371895545
"213","UA","PDX",3.14579173641776,3.75585477930326,9091341,"Large",6.90164651572102
"214","UA","PHL",3.56274854120924,3.5694927286475,12609106,"Large",7.13224126985674
"215","UA","PHX",2.66732570980814,3.52294121869191,20580907,"Large",6.19026692850005
"216","UA","PIT",3.56838074799679,3.72412558148812,4245874,"Medium",7.29250632948491
"217","UA","PSP",3.45935556185723,3.61090657374682,869822,"Small",7.07026213560406
"218","UA","RDU",3.32486915047936,3.67103136038899,5556987,"Medium",6.99590051086835
"219","UA","RNO",3.55899322043949,3.70477658479376,1944629,"Medium",7.26376980523325
"220","UA","RSW",3.0589984384742,3.82227778055455,4170956,"Medium",6.88127621902875
"221","UA","SAN",3.04318172803588,4.13064446011241,10783376,"Large",7.17382618814829
"222","UA","SAT",3.26538975833699,3.64487686867142,4315831,"Medium",6.91026662700841
"223","UA","SEA",3.03895991707645,3.58188976981353,20273105,"Large",6.62084968688998
"224","UA","SFO",2.66807024936063,3.4286173000396,20565622,"Large",6.09668754940022
"225","UA","SJU",3.0001713500113,3.23053772030821,3484584,"Medium",6.23070907031951
"226","UA","SLC",3.75009147487333,3.86911410453347,11192766,"Large",7.6192055794068
"227","UA","SMF",3.52537495182429,3.78873276274971,5343834,"Medium",7.314107714574
"228","UA","SNA",3.11561521103734,3.73095985144736,5029430,"Medium",6.84657506248469
"229","UA","TPA",3.14832043928414,3.1870645177242,9198974,"Large",6.33538495700834
"230","WN","ABQ",2.75723027804457,2.77193405895388,2479239,"Medium",5.52916433699846
"231","WN","ALB",3.3780705426147,3.12855990819313,1397839,"Small",6.50663045080783
"232","WN","AMA",3.18844417557917,2.99581161532186,340989,"Nonhub",6.18425579090102
"233","WN","ATL",2.88780505822517,3.04636592761573,44817870,"Large",5.9341709858409
"234","WN","AUS",1.86441266669107,2.49857761940674,6779552,"Medium",4.36299028609781
"235","WN","BDL",3.19854422131645,2.92929843732365,3097000,"Medium",6.1278426586401
"236","WN","BHM",3.21144964172757,3.45298484734754,1382980,"Small",6.66443448907511
"237","WN","BNA",2.64781641290644,2.85305224638605,7035239,"Medium",5.50086865929249
"238","WN","BOI",3.44920107073919,3.28620856835336,1801509,"Small",6.73540963909255
"239","WN","BOS",2.5733129851939,2.72447557865859,15481957,"Large",5.29778856385249
"240","WN","BUF",3.09685496622971,2.95690888304426,2356494,"Medium",6.05376384927397
"241","WN","BUR",2.24934591142625,2.69392019880629,2475490,"Medium",4.94326611023254
"242","WN","BWI",2.46561603278671,2.86613230259767,12684344,"Large",5.33174833538438
"243","WN","CHS",3.02781679637345,3.54234778195299,1949384,"Medium",6.57016457832645
"244","WN","CLE",3.27785858674474,3.22296435507561,4401569,"Medium",6.50082294182035
"245","WN","CLT",3.60204975992959,3.68933106104956,20785356,"Large",7.29138082097914
"246","WN","CMH",2.81452889518192,2.94505054073022,3704541,"Medium",5.75957943591214
"247","WN","CRP",3.55802909593726,3.84119729639878,320783,"Nonhub",7.39922639233604
"248","WN","CVG",3.86369379402844,3.9839109459415,3680221,"Medium",7.84760473996994
"249","WN","DAL",1.80246061899188,2.51901461707988,7948408,"Large",4.32147523607176
"250","WN","DCA",2.80881605096261,3.65940485455532,11390840,"Large",6.46822090551793
"251","WN","DEN",2.64248385234353,2.76151510820742,28903645,"Large",5.40399896055096
"252","WN","DSM",3.42637002612461,3.6297039064497,1274917,"Small",7.0560739325743
"253","WN","DTW",3.41986634383682,3.36773978654921,15375391,"Large",6.78760613038603
"254","WN","ECP",3.42841675691849,3.73044679627015,464013,"Small",7.15886355318863
"255","WN","ELP",2.94595835079585,3.18630087602511,1466345,"Small",6.13225922682095
"256","WN","EWR",3.26667080851917,3.33148091698937,15327436,"Large",6.59815172550854
"257","WN","FLL",2.04677108963511,2.35092549835973,12419785,"Large",4.39769658799484
"258","WN","FNT",3.60200325041839,3.59752693949662,389484,"Small",7.19953018991501
"259","WN","GEG",3.71638031264954,3.31982290570545,1700983,"Small",7.03620321835499
"260","WN","GRR",3.36986395188447,3.69066571842703,1405896,"Small",7.0605296703115
"261","WN","GSP",3.51417383905696,3.66174588668106,1035938,"Small",7.17591972573802
"262","WN","HOU",2.98078080739805,3.40079985686962,6337812,"Medium",6.38158066426766
"263","WN","HRL",3.49427214005537,3.77686124354506,269109,"Nonhub",7.27113338360043
"264","WN","IAD",2.99264788974068,3.71350348411921,7371602,"Medium",6.70615137385989
"265","WN","ICT",3.39754547603898,3.69942202838184,809842,"Small",7.09696750442082
"266","WN","IND",2.46052986337339,2.75724803424439,4367415,"Medium",5.21777789761778
"267","WN","ISP",3.14066770121429,3.45257947391345,654654,"Small",6.59324717512774
"268","WN","JAX",2.82460126576848,3.32499884559066,2703132,"Medium",6.14960011135913
"269","WN","LAS",1.37651432918938,1.26501357466301,21754529,"Large",2.64152790385239
"270","WN","LAX",1.56146017000552,1.4402590829014,29409829,"Large",3.00171925290691
"271","WN","LBB",3.17661180611422,3.62112919631949,464052,"Small",6.7977410024337
"272","WN","LGA",3.02697780749563,3.58967259139856,13589163,"Large",6.61665039889419
"273","WN","LGB",3.41623606031269,3.74512937189098,1838080,"Small",7.16136543220368
"274","WN","LIT",3.31375933813088,3.78760274993458,987690,"Small",7.10136208806546
"275","WN","MAF",3.46273018917635,3.70619256883462,522223,"Small",7.16892275801097
"276","WN","MCI",1.74574661028174,1.96108683371853,5775386,"Medium",3.70683344400027
"277","WN","MCO",1.97885917985056,1.99759282487945,19022844,"Large",3.97645200473001
"278","WN","MDW",2.413287601494,2.84769435969277,10820348,"Large",5.26098196118677
"279","WN","MEM",3.23114600343248,3.39763993612422,2122447,"Medium",6.6287859395567
"280","WN","MHT",3.29224780073525,3.28057020686267,971670,"Small",6.57281800759792
"281","WN","MKE",2.53097008662677,2.85967292289165,3417379,"Medium",5.39064300951841
"282","WN","MSP",3.0305192182397,3.27278843411246,17046950,"Large",6.30330765235215
"283","WN","MSY",1.81193927496608,2.17868030020281,6031426,"Medium",3.99061957516889
"284","WN","OAK",1.95154467414714,2.43449079322783,6199519,"Medium",4.38603546737497
"285","WN","OKC",2.98606525751191,3.50410741300719,1956400,"Medium",6.4901726705191
"286","WN","OMA",2.62667044462105,2.92623430115502,2295573,"Medium",5.55290474577607
"287","WN","ONT",2.56031751814308,2.93243949701338,2232571,"Medium",5.49275701515646
"288","WN","ORF",3.41784464616861,3.46073589040935,1715525,"Small",6.87858053657796
"289","WN","PBI",3.25146186423647,3.45011717571027,3038458,"Medium",6.70157903994675
"290","WN","PDX",2.498859141872,2.68579550136522,9091341,"Large",5.18465464323722
"291","WN","PHL",2.78706709795396,3.10109571867805,12609106,"Large",5.88816281663201
"292","WN","PHX",2.01158301726253,2.31318024165707,20580907,"Large",4.3247632589196
"293","WN","PIT",2.60536727830712,2.75282551783525,4245874,"Medium",5.35819279614237
"294","WN","PNS",3.52562704266565,3.89940057185335,850198,"Small",7.425027614519
"295","WN","PVD",3.28831200701601,3.15438779336139,1883749,"Medium",6.4426998003774
"296","WN","PWM",3.44566668256456,3.5420979314428,924703,"Small",6.98776461400736
"297","WN","RDU",2.45172634641265,2.87948166331455,5556987,"Medium",5.3312080097272
"298","WN","RIC",3.4939263806267,3.60138043551728,1819633,"Small",7.09530681614398
"299","WN","RNO",2.66122873866879,2.89481036590961,1944629,"Medium",5.5560391045784
"300","WN","ROC",3.26044235331572,3.40297652678652,1200895,"Small",6.66341888010224
"301","WN","RSW",2.55643776487849,3.16961137228159,4170956,"Medium",5.72604913716007
"302","WN","SAN",1.59974043315111,2.47245012243967,10783376,"Large",4.07219055559078
"303","WN","SAT",2.10782432096366,2.60336339306634,4315831,"Medium",4.71118771403001
"304","WN","SDF",3.43214511080067,3.57717234921563,1714412,"Small",7.0093174600163
"305","WN","SEA",2.38986762061981,2.80711209502547,20273105,"Large",5.19697971564528
"306","WN","SFO",1.94180287137827,2.95378536981119,20565622,"Large",4.89558824118946
"307","WN","SJC",2.14867649234219,3.04937123586607,5841651,"Medium",5.19804772820826
"308","WN","SJU",2.25931195324793,3.29428897625453,3484584,"Medium",5.55360092950245
"309","WN","SLC",2.83178641690258,2.65011542737245,11192766,"Large",5.48190184427502
"310","WN","SMF",2.00881289408228,2.42475868084986,5343834,"Medium",4.43357157493213
"311","WN","SNA",2.64652728729284,2.92479813703807,5029430,"Medium",5.57132542433091
"312","WN","STL",3.09990487751961,3.7018309713144,7341336,"Medium",6.801735848834
"313","WN","TPA",1.83172279071105,1.98902749442123,9198974,"Large",3.82075028513228
"314","WN","TUL",3.1638735700328,3.55406259774742,1407521,"Small",6.71793616778022
"315","WN","TUS",2.94233751327172,2.93133129947527,1677366,"Small",5.87366881274699
